Experiment#,Subject#,phase#,block#,pair type#,accuracy#
Experiment 2 Delay After Phase 1,3029,2,1,unique,1
Experiment 2 Delay After Phase 1,3029,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3029,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3029,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3029,2,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,2,4,unique,0.75
Experiment 2 Delay After Phase 1,3029,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3029,2,5,unique,0.5
Experiment 2 Delay After Phase 1,3029,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3029,3,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3029,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3029,3,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,3,unique,1
Experiment 2 Delay After Phase 1,3029,3,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,4,unique,1
Experiment 2 Delay After Phase 1,3029,3,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3029,3,5,unique,1
Experiment 2 Delay After Phase 1,3030,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3030,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3030,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,1,2,unique,1
Experiment 2 Delay After Phase 1,3030,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3030,1,3,unique,1
Experiment 2 Delay After Phase 1,3030,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,1,4,unique,1
Experiment 2 Delay After Phase 1,3030,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3030,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3030,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3030,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3030,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,2,unique,1
Experiment 2 Delay After Phase 1,3030,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,3,unique,1
Experiment 2 Delay After Phase 1,3030,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,4,unique,1
Experiment 2 Delay After Phase 1,3030,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3030,2,5,unique,1
Experiment 2 Delay After Phase 1,3030,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,3,1,unique,1
Experiment 2 Delay After Phase 1,3030,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3030,3,2,unique,1
Experiment 2 Delay After Phase 1,3030,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3030,3,3,unique,1
Experiment 2 Delay After Phase 1,3030,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3030,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3030,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3030,3,5,unique,1
Experiment 2 Delay After Phase 1,3031,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3031,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3031,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3031,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,3,unique,1
Experiment 2 Delay After Phase 1,3031,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,4,unique,1
Experiment 2 Delay After Phase 1,3031,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3031,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3031,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3031,2,1,unique,1
Experiment 2 Delay After Phase 1,3031,2,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3031,2,2,unique,1
Experiment 2 Delay After Phase 1,3031,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3031,2,3,unique,1
Experiment 2 Delay After Phase 1,3031,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3031,2,4,unique,1
Experiment 2 Delay After Phase 1,3031,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3031,2,5,unique,1
Experiment 2 Delay After Phase 1,3031,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3031,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3031,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,2,unique,1
Experiment 2 Delay After Phase 1,3031,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,3,unique,0.75
Experiment 2 Delay After Phase 1,3031,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,4,unique,1
Experiment 2 Delay After Phase 1,3031,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3031,3,5,unique,1
Experiment 2 Delay After Phase 1,3032,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3032,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3032,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3032,1,2,unique,0.5
Experiment 2 Delay After Phase 1,3032,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3032,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3032,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3032,1,4,unique,1
Experiment 2 Delay After Phase 1,3032,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3032,1,5,unique,1
Experiment 2 Delay After Phase 1,3032,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3032,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3032,2,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3032,2,2,unique,1
Experiment 2 Delay After Phase 1,3032,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3032,2,3,unique,1
Experiment 2 Delay After Phase 1,3032,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3032,2,4,unique,1
Experiment 2 Delay After Phase 1,3032,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3032,2,5,unique,1
Experiment 2 Delay After Phase 1,3032,3,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3032,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3032,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,2,unique,1
Experiment 2 Delay After Phase 1,3032,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,3,unique,1
Experiment 2 Delay After Phase 1,3032,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,4,unique,1
Experiment 2 Delay After Phase 1,3032,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3032,3,5,unique,1
Experiment 2 Delay After Phase 1,3034,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,1,unique,0
Experiment 2 Delay After Phase 1,3034,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3034,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3034,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,4,unique,1
Experiment 2 Delay After Phase 1,3034,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,1,5,unique,1
Experiment 2 Delay After Phase 1,3034,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3034,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3034,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3034,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3034,2,3,unique,1
Experiment 2 Delay After Phase 1,3034,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3034,2,4,unique,1
Experiment 2 Delay After Phase 1,3034,2,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3034,2,5,unique,1
Experiment 2 Delay After Phase 1,3034,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3034,3,1,unique,0.5
Experiment 2 Delay After Phase 1,3034,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,2,unique,1
Experiment 2 Delay After Phase 1,3034,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,3,unique,1
Experiment 2 Delay After Phase 1,3034,3,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,4,unique,1
Experiment 2 Delay After Phase 1,3034,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3034,3,5,unique,1
Experiment 2 Delay After Phase 1,3036,1,1,overlapping,1
Experiment 2 Delay After Phase 1,3036,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3036,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3036,1,2,unique,1
Experiment 2 Delay After Phase 1,3036,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3036,1,3,unique,1
Experiment 2 Delay After Phase 1,3036,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3036,1,4,unique,1
Experiment 2 Delay After Phase 1,3036,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3036,1,5,unique,1
Experiment 2 Delay After Phase 1,3036,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3036,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3036,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3036,2,2,unique,1
Experiment 2 Delay After Phase 1,3036,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3036,2,3,unique,1
Experiment 2 Delay After Phase 1,3036,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3036,2,4,unique,1
Experiment 2 Delay After Phase 1,3036,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3036,2,5,unique,1
Experiment 2 Delay After Phase 1,3036,3,1,overlapping,1
Experiment 2 Delay After Phase 1,3036,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3036,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3036,3,2,unique,1
Experiment 2 Delay After Phase 1,3036,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3036,3,3,unique,1
Experiment 2 Delay After Phase 1,3036,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3036,3,4,unique,1
Experiment 2 Delay After Phase 1,3036,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3036,3,5,unique,1
Experiment 2 Delay After Phase 1,3037,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3037,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3037,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3037,1,2,unique,1
Experiment 2 Delay After Phase 1,3037,1,3,overlapping,0.5
Experiment 2 Delay After Phase 1,3037,1,3,unique,1
Experiment 2 Delay After Phase 1,3037,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3037,1,4,unique,1
Experiment 2 Delay After Phase 1,3037,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3037,1,5,unique,1
Experiment 2 Delay After Phase 1,3037,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3037,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3037,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3037,2,2,unique,0.25
Experiment 2 Delay After Phase 1,3037,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3037,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3037,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3037,2,4,unique,1
Experiment 2 Delay After Phase 1,3037,2,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3037,2,5,unique,1
Experiment 2 Delay After Phase 1,3037,3,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3037,3,1,unique,1
Experiment 2 Delay After Phase 1,3037,3,2,overlapping,0.25
Experiment 2 Delay After Phase 1,3037,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3037,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3037,3,3,unique,1
Experiment 2 Delay After Phase 1,3037,3,4,overlapping,0.5
Experiment 2 Delay After Phase 1,3037,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3037,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3037,3,5,unique,0.75
Experiment 2 Delay After Phase 1,3039,1,1,overlapping,1
Experiment 2 Delay After Phase 1,3039,1,1,unique,1
Experiment 2 Delay After Phase 1,3039,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3039,1,2,unique,1
Experiment 2 Delay After Phase 1,3039,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3039,1,3,unique,1
Experiment 2 Delay After Phase 1,3039,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3039,1,4,unique,0.75
Experiment 2 Delay After Phase 1,3039,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3039,1,5,unique,1
Experiment 2 Delay After Phase 1,3039,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3039,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3039,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3039,2,2,unique,1
Experiment 2 Delay After Phase 1,3039,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3039,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3039,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3039,2,4,unique,1
Experiment 2 Delay After Phase 1,3039,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3039,2,5,unique,1
Experiment 2 Delay After Phase 1,3039,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3039,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3039,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3039,3,2,unique,1
Experiment 2 Delay After Phase 1,3039,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3039,3,3,unique,1
Experiment 2 Delay After Phase 1,3039,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3039,3,4,unique,1
Experiment 2 Delay After Phase 1,3039,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3039,3,5,unique,1
Experiment 2 Delay After Phase 1,3040,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3040,1,1,unique,1
Experiment 2 Delay After Phase 1,3040,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3040,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3040,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3040,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3040,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3040,1,4,unique,1
Experiment 2 Delay After Phase 1,3040,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3040,1,5,unique,1
Experiment 2 Delay After Phase 1,3040,2,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3040,2,1,unique,0.25
Experiment 2 Delay After Phase 1,3040,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3040,2,2,unique,1
Experiment 2 Delay After Phase 1,3040,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3040,2,3,unique,0.5
Experiment 2 Delay After Phase 1,3040,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3040,2,4,unique,1
Experiment 2 Delay After Phase 1,3040,2,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3040,2,5,unique,0.75
Experiment 2 Delay After Phase 1,3040,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3040,3,1,unique,1
Experiment 2 Delay After Phase 1,3040,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3040,3,2,unique,1
Experiment 2 Delay After Phase 1,3040,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3040,3,3,unique,1
Experiment 2 Delay After Phase 1,3040,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3040,3,4,unique,1
Experiment 2 Delay After Phase 1,3040,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3040,3,5,unique,1
Experiment 2 Delay After Phase 1,3041,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3041,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3041,1,2,overlapping,1
Experiment 2 Delay After Phase 1,3041,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3041,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3041,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3041,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3041,1,4,unique,1
Experiment 2 Delay After Phase 1,3041,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3041,1,5,unique,1
Experiment 2 Delay After Phase 1,3041,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3041,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3041,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3041,2,2,unique,1
Experiment 2 Delay After Phase 1,3041,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3041,2,3,unique,1
Experiment 2 Delay After Phase 1,3041,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3041,2,4,unique,1
Experiment 2 Delay After Phase 1,3041,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3041,2,5,unique,1
Experiment 2 Delay After Phase 1,3041,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3041,3,1,unique,1
Experiment 2 Delay After Phase 1,3041,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3041,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3041,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3041,3,3,unique,1
Experiment 2 Delay After Phase 1,3041,3,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3041,3,4,unique,1
Experiment 2 Delay After Phase 1,3041,3,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3041,3,5,unique,1
Experiment 2 Delay After Phase 1,3042,1,1,overlapping,1
Experiment 2 Delay After Phase 1,3042,1,1,unique,0.75
Experiment 2 Delay After Phase 1,3042,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3042,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3042,1,3,unique,1
Experiment 2 Delay After Phase 1,3042,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3042,1,4,unique,1
Experiment 2 Delay After Phase 1,3042,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3042,1,5,unique,0.75
Experiment 2 Delay After Phase 1,3042,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,2,1,unique,0.75
Experiment 2 Delay After Phase 1,3042,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,2,2,unique,1
Experiment 2 Delay After Phase 1,3042,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,2,3,unique,1
Experiment 2 Delay After Phase 1,3042,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,2,4,unique,1
Experiment 2 Delay After Phase 1,3042,2,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,2,5,unique,1
Experiment 2 Delay After Phase 1,3042,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3042,3,1,unique,1
Experiment 2 Delay After Phase 1,3042,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3042,3,2,unique,1
Experiment 2 Delay After Phase 1,3042,3,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3042,3,3,unique,0.75
Experiment 2 Delay After Phase 1,3042,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3042,3,4,unique,0.75
Experiment 2 Delay After Phase 1,3042,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3042,3,5,unique,1
Experiment 2 Delay After Phase 1,3044,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3044,1,1,unique,1
Experiment 2 Delay After Phase 1,3044,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3044,1,2,unique,1
Experiment 2 Delay After Phase 1,3044,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3044,1,3,unique,1
Experiment 2 Delay After Phase 1,3044,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3044,1,4,unique,1
Experiment 2 Delay After Phase 1,3044,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3044,1,5,unique,1
Experiment 2 Delay After Phase 1,3044,2,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3044,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3044,2,2,overlapping,1
Experiment 2 Delay After Phase 1,3044,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3044,2,3,overlapping,0.25
Experiment 2 Delay After Phase 1,3044,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3044,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3044,2,4,unique,0.5
Experiment 2 Delay After Phase 1,3044,2,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3044,2,5,unique,0.75
Experiment 2 Delay After Phase 1,3044,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3044,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3044,3,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3044,3,2,unique,0.75
Experiment 2 Delay After Phase 1,3044,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3044,3,3,unique,1
Experiment 2 Delay After Phase 1,3044,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3044,3,4,unique,1
Experiment 2 Delay After Phase 1,3044,3,5,overlapping,1
Experiment 2 Delay After Phase 1,3044,3,5,unique,1
Experiment 2 Delay After Phase 1,3045,1,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3045,1,1,unique,0.5
Experiment 2 Delay After Phase 1,3045,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3045,1,2,unique,0.75
Experiment 2 Delay After Phase 1,3045,1,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3045,1,3,unique,1
Experiment 2 Delay After Phase 1,3045,1,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3045,1,4,unique,1
Experiment 2 Delay After Phase 1,3045,1,5,overlapping,1
Experiment 2 Delay After Phase 1,3045,1,5,unique,1
Experiment 2 Delay After Phase 1,3045,2,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3045,2,1,unique,1
Experiment 2 Delay After Phase 1,3045,2,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3045,2,2,unique,0.75
Experiment 2 Delay After Phase 1,3045,2,3,overlapping,0.75
Experiment 2 Delay After Phase 1,3045,2,3,unique,1
Experiment 2 Delay After Phase 1,3045,2,4,overlapping,0.75
Experiment 2 Delay After Phase 1,3045,2,4,unique,1
Experiment 2 Delay After Phase 1,3045,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3045,2,5,unique,1
Experiment 2 Delay After Phase 1,3045,3,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3045,3,1,unique,1
Experiment 2 Delay After Phase 1,3045,3,2,overlapping,0.5
Experiment 2 Delay After Phase 1,3045,3,2,unique,1
Experiment 2 Delay After Phase 1,3045,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3045,3,3,unique,1
Experiment 2 Delay After Phase 1,3045,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3045,3,4,unique,1
Experiment 2 Delay After Phase 1,3045,3,5,overlapping,0.5
Experiment 2 Delay After Phase 1,3045,3,5,unique,1
Experiment 2 Delay After Phase 1,3046,1,1,overlapping,0.75
Experiment 2 Delay After Phase 1,3046,1,1,unique,0.25
Experiment 2 Delay After Phase 1,3046,1,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3046,1,2,unique,0.5
Experiment 2 Delay After Phase 1,3046,1,3,overlapping,1
Experiment 2 Delay After Phase 1,3046,1,3,unique,0.75
Experiment 2 Delay After Phase 1,3046,1,4,overlapping,1
Experiment 2 Delay After Phase 1,3046,1,4,unique,0.75
Experiment 2 Delay After Phase 1,3046,1,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3046,1,5,unique,1
Experiment 2 Delay After Phase 1,3046,2,1,overlapping,0.25
Experiment 2 Delay After Phase 1,3046,2,1,unique,0.5
Experiment 2 Delay After Phase 1,3046,2,2,overlapping,0.75
Experiment 2 Delay After Phase 1,3046,2,2,unique,1
Experiment 2 Delay After Phase 1,3046,2,3,overlapping,1
Experiment 2 Delay After Phase 1,3046,2,3,unique,0.75
Experiment 2 Delay After Phase 1,3046,2,4,overlapping,1
Experiment 2 Delay After Phase 1,3046,2,4,unique,0.75
Experiment 2 Delay After Phase 1,3046,2,5,overlapping,1
Experiment 2 Delay After Phase 1,3046,2,5,unique,1
Experiment 2 Delay After Phase 1,3046,3,1,overlapping,0.5
Experiment 2 Delay After Phase 1,3046,3,1,unique,0.75
Experiment 2 Delay After Phase 1,3046,3,2,overlapping,1
Experiment 2 Delay After Phase 1,3046,3,2,unique,1
Experiment 2 Delay After Phase 1,3046,3,3,overlapping,1
Experiment 2 Delay After Phase 1,3046,3,3,unique,0.75
Experiment 2 Delay After Phase 1,3046,3,4,overlapping,1
Experiment 2 Delay After Phase 1,3046,3,4,unique,1
Experiment 2 Delay After Phase 1,3046,3,5,overlapping,0.75
Experiment 2 Delay After Phase 1,3046,3,5,unique,1